RESULTS FILE 
Author: João Patrício (castanheirapatricio@ua.pt)
Started simulation at Sun Sep 15 23:55:57 2019
elapsed time: 5.7e-08s
Source: Wf:00:00:00:00:00 | Message ID: 1 | Time generated: 0.100000 | Time sentFromSrc: 1.156800 | Time sentFromNeigh: 1.156800 | Time received: 1.156853 |End 
Source: Wf:00:00:00:00:00 | Message ID: 29 | Time generated: 28.100000 | Time sentFromSrc: 128.278468 | Time sentFromNeigh: 128.278468 | Time received: 128.278766 |End 
Source: Wf:00:00:00:00:00 | Message ID: 39 | Time generated: 38.100000 | Time sentFromSrc: 128.292308 | Time sentFromNeigh: 128.292308 | Time received: 128.292606 |End 
Source: Wf:00:00:00:00:00 | Message ID: 67 | Time generated: 66.100000 | Time sentFromSrc: 128.333828 | Time sentFromNeigh: 128.333828 | Time received: 128.334126 |End 
Source: Wf:00:00:00:00:00 | Message ID: 70 | Time generated: 69.100000 | Time sentFromSrc: 128.347668 | Time sentFromNeigh: 128.347668 | Time received: 128.347966 |End 
Source: Wf:00:00:00:00:00 | Message ID: 50 | Time generated: 49.100000 | Time sentFromSrc: 129.910880 | Time sentFromNeigh: 129.910880 | Time received: 129.911178 |End 
Source: Wf:00:00:00:00:00 | Message ID: 67 | Time generated: 66.100000 | Time sentFromSrc: 129.938560 | Time sentFromNeigh: 129.938560 | Time received: 129.938858 |End 
Source: Wf:00:00:00:00:00 | Message ID: 81 | Time generated: 80.100000 | Time sentFromSrc: 129.980080 | Time sentFromNeigh: 129.980080 | Time received: 129.980378 |End 
Source: Wf:00:00:00:00:00 | Message ID: 86 | Time generated: 85.100000 | Time sentFromSrc: 129.993920 | Time sentFromNeigh: 129.993920 | Time received: 129.994218 |End 
Source: Wf:00:00:00:00:00 | Message ID: 67 | Time generated: 66.100000 | Time sentFromSrc: 137.433828 | Time sentFromNeigh: 137.433828 | Time received: 137.434126 |End 
Source: Wf:00:00:00:00:00 | Message ID: 70 | Time generated: 69.100000 | Time sentFromSrc: 137.447668 | Time sentFromNeigh: 137.447668 | Time received: 137.447966 |End 
Source: Wf:00:00:00:00:00 | Message ID: 50 | Time generated: 49.100000 | Time sentFromSrc: 148.406148 | Time sentFromNeigh: 148.406148 | Time received: 148.406446 |End 
Source: Wf:00:00:00:00:00 | Message ID: 67 | Time generated: 66.100000 | Time sentFromSrc: 148.433828 | Time sentFromNeigh: 148.433828 | Time received: 148.434126 |End 
Source: Wf:00:00:00:00:00 | Message ID: 81 | Time generated: 80.100000 | Time sentFromSrc: 148.461508 | Time sentFromNeigh: 148.461508 | Time received: 148.461806 |End 
Source: Wf:00:00:00:00:00 | Message ID: 89 | Time generated: 88.100000 | Time sentFromSrc: 148.475348 | Time sentFromNeigh: 148.475348 | Time received: 148.475646 |End 
Source: Wf:00:00:00:00:00 | Message ID: 76 | Time generated: 75.100000 | Time sentFromSrc: 151.633828 | Time sentFromNeigh: 151.633828 | Time received: 151.634126 |End 
Source: Wf:00:00:00:00:00 | Message ID: 81 | Time generated: 80.100000 | Time sentFromSrc: 151.647668 | Time sentFromNeigh: 151.647668 | Time received: 151.647966 |End 
Source: Wf:00:00:00:00:00 | Message ID: 61 | Time generated: 60.100000 | Time sentFromSrc: 153.206148 | Time sentFromNeigh: 153.206148 | Time received: 153.206446 |End 
Source: Wf:00:00:00:00:00 | Message ID: 67 | Time generated: 66.100000 | Time sentFromSrc: 153.219988 | Time sentFromNeigh: 153.219988 | Time received: 153.220286 |End 
Source: Wf:00:00:00:00:00 | Message ID: 81 | Time generated: 80.100000 | Time sentFromSrc: 160.456148 | Time sentFromNeigh: 160.456148 | Time received: 160.456446 |End 
Source: Wf:00:00:00:00:00 | Message ID: 81 | Time generated: 80.100000 | Time sentFromSrc: 164.206148 | Time sentFromNeigh: 164.206148 | Time received: 164.206446 |End 
Source: Wf:00:00:00:00:00 | Message ID: 29 | Time generated: 28.100000 | Time sentFromSrc: 173.028468 | Time sentFromNeigh: 173.028468 | Time received: 173.028766 |End 
Source: Wf:00:00:00:00:00 | Message ID: 39 | Time generated: 38.100000 | Time sentFromSrc: 173.042308 | Time sentFromNeigh: 173.042308 | Time received: 173.042606 |End 
Source: Wf:00:00:00:00:00 | Message ID: 81 | Time generated: 80.100000 | Time sentFromSrc: 173.056148 | Time sentFromNeigh: 173.056148 | Time received: 173.056446 |End 
